knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K17690	1116.27	full	all	0.958170	28	25	505	503	0.45	0.590	cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1]
K17691	1148.17	full	all	0.980392	28	26	575	503	0.41	0.591	cytochrome P450 family 3 subfamily A7 [EC:1.14.14.1]
K17692	1105.43	full	all	0.969697	19	19	526	503	0.42	0.594	cytochrome P450 family 3 subfamily A43 [EC:1.14.14.1]
K17693	162.43	full	all	0.930163	537	322	542	226	3.89	0.590	DNA-binding protein inhibitor ID2
K17694	168.70	full	all	0.988416	406	263	454	266	1.93	0.589	DNA-binding protein inhibitor ID3
K17695	173.83	full	trim	0.948841	374	256	657	284	3.17	0.590	DNA-binding protein inhibitor ID4
K17696	100.27	full	all	0.845802	249	224	924	226	4.34	0.590	DNA-binding protein inhibitor ID, other
K17697	2943.00	full	trim	0.974863	477	467	5317	1982	1.59	0.589	dedicator of cytokinesis protein 4
K17698	135.23	domain	all	0.990921	726	720	4422	821	6.22	0.590	FYN binding protein
K17699	436.63	full	all	0.964798	421	407	2297	459	1.86	0.590	src kinase associated phosphoprotein 1
K17700	846.43	full	all	0.800494	1112	1087	7844	856	3.28	0.590	RAP1 GTPase activating protein 1
K17701	1925.03	full	all	0.779276	811	795	8281	1567	2.79	0.590	signal-induced proliferation-associated 1 like protein 1
K17702	1873.87	full	all	0.901331	544	541	7397	1543	1.89	0.590	signal-induced proliferation-associated 1 like protein 2
K17703	2090.60	full	all	0.973925	347	347	3967	1693	1.05	0.591	signal-induced proliferation-associated 1 like protein 3
K17704	733.63	full	all	0.982904	450	447	2392	710	1.61	0.590	amyloid beta A4 precursor protein-binding family B member 1-interacting protein
K17705	317.27	domain	trim	0.996499	487	429	1695	773	2.02	0.590	Krev interaction trapped protein 1
K17706	638.87	full	all	0.978124	478	470	3005	671	1.83	0.590	regulator of G-protein signaling 14
K17707	3119.40	full	trim	0.977411	428	423	3558	1869	0.78	0.589	dedicator of cytokinesis protein 5
K17708	913.30	full	all	0.985819	542	537	3511	834	1.38	0.590	RAP1 GTPase activating protein 2
K17709	1013.07	domain	all	0.889703	45	44	624	491	0.60	0.592	cytochrome P450 family 2 subfamily B6 [EC:1.14.14.-]
K17710	224.73	domain	all	0.974747	1439	1402	7094	687	8.99	0.590	pentatricopeptide repeat domain-containing protein 1
K17711	138.83	full	all	0.999185	629	614	1158	476	5.16	0.590	pentatricopeptide repeat domain-containing protein 2
K17712	1004.07	full	all	0.807070	85	84	1009	497	0.61	0.590	cytochrome P450 family 2 subfamily D6 [EC:1.14.14.1]
K17713	162.53	domain	all	0.899490	3932	3347	7371	439	29.70	0.590	outer membrane protein assembly factor BamB
K17714	145.43	domain	all	0.903357	158	157	1247	548	6.90	0.590	sorting and assembly machinery component 37
K17715	146.50	full	all	0.958841	35	35	522	325	2.70	0.590	sorting and assembly machinery component 35
K17716	693.87	full	all	0.904555	57	35	369	341	0.59	0.587	UDP-glucose 4-epimerase [EC:5.1.3.2]
K17717	216.60	full	all	1.000000	59	37	273	196	0.88	0.589	phospholipase D [EC:3.1.4.4]
K17718	883.87	domain	trim	0.729630	71	63	614	490	0.99	0.591	cytochrome P450 family 2 subfamily C8 [EC:1.14.14.1]
K17719	1046.03	domain	all	0.773827	50	50	738	490	0.74	0.591	cytochrome P450 family 2 subfamily C9 [EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
K17720	1045.97	domain	trim	0.644818	36	31	665	490	0.58	0.592	cytochrome P450 family 2 subfamily C18 [EC:1.14.14.1]
K17721	1075.27	domain	all	0.590572	21	21	505	490	0.52	0.589	cytochrome P450 family 2 subfamily C19 [EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]
K17722	461.40	full	trim	0.937504	1250	1062	1023	453	1.84	0.590	dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
K17723	451.73	domain	all	0.965825	1392	1170	1047	551	3.98	0.590	dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
K17724	287.03	full	all	0.991414	787	764	2021	626	2.43	0.590	aconitate decarboxylase [EC:4.1.1.6]
K17725	155.17	full	all	0.932610	1401	1330	3228	380	6.56	0.590	sulfur dioxygenase [EC:1.13.11.18]
K17726	1131.03	domain	trim	0.646914	106	101	776	524	0.58	0.591	phylloquinone omega-hydroxylase / docosahexaenoic acid omega-hydroxylase / leukotriene-B4 20-monooxygenase [EC:1.14.14.78 1.14.14.79 1.14.14.94]
K17728	1181.03	domain	all	0.955556	23	23	580	520	0.45	0.588	cytochrome P450 family 4 subfamily F8 [EC:1.14.14.1]
K17729	1151.07	domain	all	0.861404	33	33	597	524	0.50	0.586	cytochrome P450 family 4 subfamily F11 [EC:1.14.14.1 1.14.14.78]
K17730	1147.10	domain	all	0.956364	37	37	641	524	0.44	0.589	cytochrome P450 family 4 subfamily F12 [EC:1.14.14.1]
K17731	916.43	domain	trim	0.868874	279	268	1468	611	1.46	0.589	ultra-long-chain fatty acid omega-hydroxylase [EC:1.14.14.177]
K17732	710.13	full	all	0.833653	1436	1349	2483	522	3.51	0.590	mitochondrial-processing peptidase subunit beta [EC:3.4.24.64]
K17733	59.83	domain	all	0.981742	1364	1157	2954	250	10.74	0.590	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]
K17734	345.73	domain	all	0.581969	1030	983	5116	610	14.30	0.590	serine protease AprX [EC:3.4.21.-]
K17735	398.73	domain	trim	0.900564	1002	864	603	315	1.78	0.591	carnitine 3-dehydrogenase [EC:1.1.1.108]
K17736	445.00	full	all	0.756544	538	469	805	399	3.91	0.590	AraC family transcriptional regulator, carnitine catabolism transcriptional activator
K17737	262.13	domain	all	0.970075	976	826	629	303	3.82	0.590	LysR family transcriptional regulator, carnitine catabolism transcriptional activator
K17738	329.17	domain	all	0.982654	89	88	736	350	1.26	0.590	D-arabinitol 2-dehydrogenase [EC:1.1.1.250]
K17739	406.93	full	all	0.828335	79	76	396	277	0.78	0.590	tetrahydroxynaphthalene reductase [EC:1.1.1.252]
K17740	111.00	full	all	1.000000	113	109	413	211	1.93	0.590	scytalone dehydratase [EC:4.2.1.94]
K17741	296.53	domain	all	0.985074	206	203	570	340	1.92	0.590	NADPH-dependent methylglyoxal reductase [EC:1.1.1.283]
K17742	373.93	full	trim	0.921571	360	341	838	422	1.89	0.590	sorbose reductase [EC:1.1.1.289]
K17743	451.23	domain	all	0.991303	184	175	1345	457	1.17	0.590	D-xylose reductase [EC:1.1.1.307 1.1.1.430 1.1.1.431]
K17744	407.43	full	trim	0.971369	207	196	593	322	1.07	0.589	L-galactose dehydrogenase [EC:1.1.1.316]
K17745	410.83	full	all	1.000000	17	17	278	243	0.59	0.592	sepiapterin reductase [EC:1.1.1.325]
K17746	288.93	full	all	0.933333	15	15	368	267	0.94	0.589	chanoclavine-I dehydrogenase [EC:1.1.1.332]
K17747	475.17	full	all	1.000000	8	8	283	275	0.52	0.594	1-deoxy-11beta-hydroxypentalenate dehydrogenase [EC:1.1.1.340]
K17748	580.90	full	all	1.000000	20	19	411	392	0.61	0.588	benzylmalate synthase [EC:2.3.3.-]
K17749	851.30	full	trim	0.263625	47	42	773	650	1.00	0.589	3-benzylmalate isomerase [EC:4.2.1.-]
K17750	542.20	full	all	1.000000	30	29	401	354	0.68	0.591	3-benzylmalate dehydrogenase [EC:1.1.1.-]
K17751	3782.83	full	all	0.729215	1727	1694	7927	2538	1.71	0.590	myosin heavy chain 6/7
K17752	100.30	domain	trim	0.982047	1370	1178	691	226	6.83	0.590	serine/threonine-protein kinase RsbT [EC:2.7.11.1]
K17753	619.70	full	all	1.000000	8	8	355	346	0.49	0.592	isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]
K17754	360.50	domain	all	0.716425	45	41	279	251	1.16	0.590	cyclopentanol dehydrogenase [EC:1.1.1.163]
K17755	683.20	domain	all	0.998051	266	256	682	520	0.71	0.592	choline oxidase [EC:1.1.3.17]
K17756	403.90	full	all	1.000000	718	691	2342	894	2.02	0.590	long-chain-alcohol oxidase [EC:1.1.3.20]
K17757	195.67	full	all	0.990429	1197	1158	4236	408	2.89	0.590	ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]
K17758	273.83	domain	trim	0.200048	1330	1079	996	395	5.78	0.590	ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
K17759	366.47	full	all	0.681080	1167	1108	3054	457	6.25	0.590	NAD(P)H-hydrate epimerase [EC:5.1.99.6]
K17760	821.43	full	all	0.820386	439	430	1924	739	2.65	0.590	quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]
K17761	822.27	full	all	0.968982	205	197	1162	530	0.89	0.589	succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]
K17762	101.10	domain	all	0.974474	1100	875	329	168	4.56	0.590	rsbT antagonist protein RsbS
K17763	103.67	domain	all	0.953340	2488	2213	4093	407	12.79	0.590	rsbT co-antagonist protein RsbR
K17764	119.27	full	all	1.000000	182	175	1813	459	2.93	0.590	maintenance of mitochondrial morphology protein 1
K17765	117.17	full	all	0.944442	171	170	1936	461	3.70	0.590	mitochondrial distribution and morphology protein 12
K17766	430.83	domain	all	0.960707	429	409	868	409	1.28	0.590	mitochondrial import receptor subunit TOM34
K17767	213.20	domain	all	0.993875	1215	1145	3463	736	5.38	0.590	AH receptor-interacting protein
K17768	163.07	domain	all	0.998839	938	865	3159	624	4.83	0.590	mitochondrial import receptor subunit TOM70
K17769	53.13	domain	all	0.813444	1269	1071	1485	247	8.88	0.590	mitochondrial import receptor subunit TOM22
K17770	43.63	full	trim	0.988034	1354	1033	1806	272	9.22	0.590	mitochondrial import receptor subunit TOM20
K17771	35.07	full	all	0.977671	910	572	437	112	5.02	0.590	mitochondrial import receptor subunit TOM7
K17772	25.00	full	all	0.991525	459	361	349	171	3.74	0.590	mitochondrial import receptor subunit TOM6
K17773	21.60	domain	all	0.988806	509	274	292	115	4.24	0.590	mitochondrial import receptor subunit TOM5
K17774	160.83	full	all	1.000000	178	177	1672	622	2.52	0.590	mitochondrial distribution and morphology protein 10
K17775	189.43	full	all	1.000000	177	173	2210	533	3.54	0.590	mitochondrial distribution and morphology protein 34
K17776	158.47	full	trim	0.938851	2250	2067	5202	465	9.59	0.590	metaxin
K17777	78.63	full	all	0.945648	1377	954	587	163	5.90	0.590	mitochondrial import inner membrane translocase subunit TIM9
K17778	82.23	domain	all	0.969358	1193	812	520	167	6.02	0.590	mitochondrial import inner membrane translocase subunit TIM10
K17779	85.00	domain	all	0.985285	571	516	1025	206	4.07	0.590	mitochondrial import inner membrane translocase subunit TIM10B
K17780	66.73	domain	all	0.975325	1651	1208	679	198	8.30	0.590	mitochondrial import inner membrane translocase subunit TIM8
K17781	67.60	domain	trim	0.981945	1174	840	619	189	6.05	0.590	mitochondrial import inner membrane translocase subunit TIM13
K17782	40.10	domain	trim	0.988778	1311	1201	2696	286	6.73	0.590	mitochondrial intermembrane space import and assembly protein 40
K17783	160.93	full	trim	0.959530	1225	1158	2243	307	6.14	0.590	mitochondrial FAD-linked sulfhydryl oxidase [EC:1.8.3.2]
K17784	34.97	full	all	0.995873	1342	1086	1045	190	8.41	0.590	MICOS complex subunit MIC10
K17785	176.00	full	trim	0.963970	1161	1144	5450	856	10.53	0.590	MICOS complex subunit MIC60
K17786	93.77	full	all	1.000000	198	193	910	294	5.13	0.590	MICOS complex subunit MIC26
K17787	45.90	full	all	0.996078	131	128	602	184	5.39	0.590	MICOS complex subunit MIC12
K17788	84.70	full	all	0.987766	169	163	615	275	4.58	0.590	MICOS complex subunit MIC19
K17789	168.77	full	all	1.000000	20	20	299	234	1.97	0.591	MICOS complex subunit MIC27
K17790	93.63	full	all	0.933684	1641	1458	1581	222	6.71	0.590	mitochondrial import inner membrane translocase subunit TIM22
K17791	199.07	full	all	0.879121	19	19	292	188	1.17	0.592	mitochondrial import inner membrane translocase subunit TIM18
K17792	135.60	full	all	1.000000	179	175	1473	511	3.39	0.590	mitochondrial import inner membrane translocase subunit TIM54
K17793	103.93	full	all	0.986667	39	38	261	235	1.16	0.589	mitochondrial import inner membrane translocase subunit TIM12
K17794	71.90	full	all	0.998047	1508	1283	1775	280	6.79	0.590	mitochondrial import inner membrane translocase subunit TIM23
K17795	67.47	full	all	0.989959	2005	1655	1940	264	5.37	0.590	mitochondrial import inner membrane translocase subunit TIM17
K17796	59.03	domain	all	0.995198	1087	1036	1728	285	5.46	0.590	mitochondrial import inner membrane translocase subunit TIM21
K17797	227.10	domain	all	0.889575	839	816	2501	411	7.57	0.590	mitochondrial inner membrane protein COX18
K17798	276.47	full	all	1.000000	41	41	805	374	1.69	0.589	mitochondrial protein MSS2
K17799	173.53	full	all	0.972174	37	37	772	401	3.75	0.590	pentamidine resistance factor, mitochondrial
K17800	39.63	domain	all	0.996764	1578	1540	6012	861	6.55	0.590	LETM1 and EF-hand domain-containing protein 1, mitochondrial
K17801	114.17	full	all	0.977522	140	138	855	388	8.07	0.590	mitochondrial protein MBA1
K17802	55.67	full	all	1.000000	43	43	196	119	1.87	0.590	mitochondrial inner membrane protease subunit SOM1
K17803	165.53	full	all	0.997290	188	184	1744	392	4.32	0.590	methyltransferase OMS1, mitochondrial [EC:2.1.1.-]
K17804	104.83	full	all	1.000000	1287	1229	3309	523	5.44	0.590	mitochondrial import inner membrane translocase subunit TIM44
K17805	75.93	full	all	0.906770	1176	1038	1352	224	6.13	0.590	mitochondrial import inner membrane translocase subunit TIM16
K17806	101.53	full	all	0.992042	193	187	701	284	3.04	0.590	mitochondrial import inner membrane translocase subunit TIM23
K17807	151.13	full	all	0.998580	1116	1055	3606	558	3.59	0.590	mitochondrial translocator assembly and maintenance protein 41
K17808	32.07	full	all	0.993319	1483	1417	2220	249	9.16	0.590	mitochondrial protein import protein ZIM17
K17809	182.63	full	all	0.997809	765	686	1983	456	2.86	0.590	polymerase delta-interacting protein 2
K17810	155.60	domain	trim	0.995677	742	692	1341	477	9.09	0.590	D-aspartate ligase [EC:6.3.1.12]
K17811	341.67	full	all	1.000000	49	19	648	499	1.44	0.590	halimadienyl-diphosphate synthase [EC:5.5.1.16]
K17812	768.47	domain	all	0.941687	211	210	767	521	1.45	0.590	cytochrome P450 family 1 subfamily C
K17813	710.60	domain	all	0.901844	239	236	1024	511	1.88	0.589	cytochrome P450 family 1 subfamily D
K17814	642.43	domain	trim	0.244367	39	38	736	502	1.85	0.589	cytochrome P450 family 1, invertebrate
K17815	166.07	full	all	0.952910	707	686	4370	548	6.81	0.590	exonuclease V [EC:3.1.-.-]
K17816	213.67	full	all	0.930446	646	590	905	253	3.35	0.590	8-oxo-dGTP diphosphatase / 2-hydroxy-dATP diphosphatase [EC:3.6.1.55 3.6.1.56]
K17817	173.97	full	all	0.992748	653	616	1874	593	4.23	0.590	8-oxo-dGDP phosphatase [EC:3.6.1.58]
K17818	312.30	domain	all	0.970778	277	266	1042	395	1.85	0.590	D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]
K17819	702.23	domain	all	0.983956	99	97	798	532	0.97	0.590	beta-apo-4'-carotenal oxygenase [EC:1.2.1.82]
K17820	956.33	domain	trim	0.938208	721	705	2588	819	2.10	0.590	ATP-dependent RNA helicase DHX33 [EC:5.6.2.6]
K17821	312.13	full	all	0.980318	595	497	2291	433	2.65	0.590	E3 ubiquitin-protein ligase RNF165 [EC:2.3.2.27]
K17822	253.93	full	all	0.864756	1943	1574	3296	373	5.55	0.590	DCN1-like protein 1/2
K17823	286.70	full	all	0.990472	721	630	1339	395	1.81	0.591	DCN1-like protein 3
K17824	239.97	full	all	0.977844	1531	1197	2296	546	5.47	0.590	DCN1-like protein 4/5
K17825	417.03	full	all	1.000000	5	5	303	297	0.66	0.590	verruculogen synthase [EC:1.14.11.38]
K17826	-	-	-	-	2	2	505	504	0.41	0.589	fumitremorgin C monooxygenase [EC:1.14.14.119]
K17827	803.93	full	all	1.000000	3	3	542	526	0.54	0.590	fumitremorgin C synthase [EC:1.14.19.71]
K17828	256.43	domain	all	0.936016	2548	2256	2120	373	5.06	0.590	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K17829	474.43	full	all	1.000000	505	476	731	445	0.82	0.590	crotonyl-CoA reductase [EC:1.3.1.86]
K17830	247.83	full	all	0.931507	799	739	1138	472	9.73	0.590	digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
K17831	849.63	full	all	1.000000	18	18	868	694	0.74	0.590	L-lysine 6-oxidase [EC:1.4.3.20]
K17832	-	-	-	-	1	1	478	478	0.39	0.593	geranial dehydrogenase [EC:1.2.1.86]
K17833	-	-	-	-	1	1	433	433	0.39	0.595	L-saccharopine oxidase [EC:1.5.3.18]
K17834	155.53	domain	all	0.970565	633	623	3830	621	5.71	0.590	cyclic GMP-AMP synthase [EC:2.7.7.86]
K17835	387.03	full	all	0.992248	134	133	653	372	1.11	0.591	3-amino-4-hydroxybenzoic acid synthase [EC:4.1.99.20]
K17836	88.13	domain	all	0.792415	3603	3291	2931	394	11.57	0.590	beta-lactamase class A [EC:3.5.2.6]
K17837	154.10	full	all	0.832570	1053	973	1562	434	9.02	0.590	metallo-beta-lactamase class B [EC:3.5.2.6]
K17838	268.10	domain	trim	0.564784	789	749	826	396	4.91	0.590	beta-lactamase class D [EC:3.5.2.6]
K17839	361.67	domain	all	0.991669	589	546	1398	564	2.25	0.589	polyamine oxidase [EC:1.5.3.17 1.5.3.-]
K17840	93.33	full	trim	0.988408	365	300	390	188	2.49	0.590	aminoglycoside 2'-N-acetyltransferase I [EC:2.3.1.59]
K17841	258.87	full	all	0.978492	92	92	1966	1148	2.46	0.590	15-cis-phytoene synthase / lycopene beta-cyclase [EC:2.5.1.32 5.5.1.19]
K17842	456.40	domain	trim	0.958312	124	121	1286	586	1.92	0.590	torulene dioxygenase [EC:1.13.11.59]
K17843	513.37	full	all	0.833846	516	464	2342	406	2.32	0.590	KH domain-containing, RNA-binding, signal transduction-associated protein 2
K17844	974.10	full	all	0.760731	426	387	1914	556	1.33	0.590	polypyrimidine tract-binding protein 3
K17845	345.57	domain	all	0.894641	628	588	2149	351	2.28	0.590	krueppel-like factor 2
K17846	391.03	domain	trim	0.896514	666	633	2779	456	2.83	0.590	krueppel-like factor 4
K17847	777.07	full	all	0.911819	408	393	2545	770	1.81	0.591	forkhead box protein O6
K17848	1370.43	full	all	0.961088	453	446	3498	1116	1.02	0.591	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2
K17849	550.00	full	all	0.996917	489	485	8491	4217	1.99	0.590	E3 ubiquitin-protein ligase HECTD4 [EC:2.3.2.26]
K17850	329.97	full	all	0.977771	781	690	548	293	2.29	0.590	LysR family transcriptional regulator, regulator of gene expression of beta-lactamase
K17851	617.67	full	all	1.000000	11	11	371	363	0.52	0.591	D-proline dehydrogenase [EC:1.5.99.13]
K17852	659.07	domain	trim	0.828364	220	214	1061	524	1.79	0.590	cytochrome P450 family 2 subfamily AA
K17853	824.17	domain	all	0.852542	150	150	1000	495	1.19	0.590	cytochrome P450 family 2 subfamily H
K17854	699.27	domain	all	0.909219	1760	1743	7611	664	2.78	0.590	cytochrome P450 family 2 subfamily K [EC:1.14.-.-]
K17861	432.50	domain	all	1.000000	31	31	997	508	0.78	0.592	cytochrome P450 family 13
K17862	1205.83	full	all	0.734109	120	118	2545	1195	1.80	0.589	linoleate 10R-lipoxygenase [EC:1.13.11.62]
K17863	1591.20	domain	all	0.731161	35	35	1706	1075	1.23	0.589	linoleate 8R-lipoxygenase / 9,12-octadecadienoate 8-hydroperoxide 8R-isomerase [EC:1.13.11.60 5.4.4.5]
K17864	1550.30	full	all	0.256349	3	3	1200	1157	0.55	0.587	linoleate 8R-lipoxygenase / 9,12-octadecadienoate 8-hydroperoxide 8S-isomerase [EC:1.13.11.60 5.4.4.6]
K17865	176.83	domain	all	0.588756	1894	1578	866	338	6.33	0.590	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
K17866	248.73	full	all	0.990195	1098	1082	5160	833	6.47	0.590	diphthamide biosynthesis protein 2
K17867	103.17	domain	all	0.961901	1027	951	1749	311	9.25	0.590	diphthamide biosynthesis protein 4
K17868	111.87	domain	all	0.992836	1139	1119	3915	492	6.33	0.590	diphthine methyl ester acylhydrolase [EC:3.1.1.97]
K17869	807.23	full	all	1.000000	28	19	459	453	0.54	0.591	NADH oxidase (H2O-forming) [EC:1.6.3.4]
K17870	471.47	domain	trim	0.854238	182	172	767	441	2.81	0.590	NADH oxidase (H2O2-forming) [EC:1.6.3.3]
K17872	335.27	full	all	0.997416	407	389	1712	583	2.07	0.590	demethylphylloquinone reductase [EC:1.6.5.12]
K17873	862.07	full	all	1.000000	63	62	592	524	0.68	0.592	11-oxo-beta-amyrin 30-oxidase [EC:1.14.14.115]
K17874	1077.70	full	all	1.000000	15	12	480	478	0.41	0.590	9-divinyl ether synthase [EC:4.2.1.121]
K17875	746.60	full	all	0.931801	46	44	568	491	0.77	0.589	beta-amyrin 11-oxidase [EC:1.14.14.152]
K17876	614.07	full	all	0.935819	148	141	560	398	0.99	0.590	pentalenic acid synthase [EC:1.14.15.11]
K17877	1491.33	full	all	0.985075	105	104	1832	1075	0.73	0.590	nitrite reductase (NAD(P)H) [EC:1.7.1.4]
K17878	113.97	domain	all	0.978647	288	284	3946	491	6.03	0.590	EEF1A N-terminal glycine/lysine methyltransferase [EC:2.1.1.-]
K17879	178.93	full	trim	0.952853	507	492	1099	483	3.63	0.590	peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.77]
